id_tov,Наименование,Вес,Категория,Подкатегория,Состав,Пищевая ценность,Срок годности
1526,Форель стейк кусок зам.,,Рыба.Морепродукты,Замороженная рыба,"форель, вода питьевая (глазурь не более 5%)","белки 20,5 г, жиры 3,5 г; 113 ккал ",12 месяцев     
919,Макрурус стейк зам.,,Рыба.Морепродукты,Замороженная рыба,"рыба макрурус, вода питьевая (глазурь не более 5%)","белки 14 г, жиры 1 г; 65 ккал",6 месяцев 
284,Окунь филе на коже зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 18 г, жиры 3 г; 99 ккал",180 суток
287,Судак филе на коже зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 20 г, жиры 1 г; 89,63 ккал",180 суток
734,Луфарь Черноморский зам.,"0,5 кг ",Рыба.Морепродукты,Замороженная рыба,,"белки 20 г, жиры 3 г; 107 ккал",12 месяцев   
944,Треска филе теша зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 17,2 г, жиры 1,3 г; 80,5 ккал ",5 месяцев
902,Ледяная рыба зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 17,7 г, жиры 2,2 г; 90,6 ккал",9 месяцев 
904,Хек тушка зам.,500 г ,Рыба.Морепродукты,Замороженная рыба,"хек тушка, вода питьевая (защитная глазурь) не более 5%","белки 16,6 г, жиры 2,2 г; 86 ккал ",12 месяцев  
641,Треска филе спинка зам.,,Рыба.Морепродукты,Замороженная рыба,"рыба треска, вода питьевая (глазурь, не более 5%) ","белки 16 г, жиры 1 г; 73 ккал",6 месяцев   
639,Сёмга атлантическая стейк зам.,,Рыба.Морепродукты,Замороженная рыба,,"белки 21 г, жиры 11 г; 183 ккал",9 месяцев 
711,"Навага филе с кожей зам., 500 г",500 г ,Рыба.Морепродукты,Замороженная рыба,"навага филе с кожей мороженое, вода (защитная ледяная глазурь) ","белки 15 г, жиры 1 г; 69 ккал ",9 месяцев 
712,"Окунь филе на коже зам, 500 г",500 г ,Рыба.Морепродукты,Замороженная рыба,"окунь филе с кожей мороженое, вода (защитная ледяная глазурь) ","белки 18 г, жиры 3 г; 99 ккал ",9 месяцев 
713,"Треска филе без кожи зам., 500 г",500 г,Рыба.Морепродукты,Замороженная рыба,"треска филе-кусок мороженое, вода (защитная ледяная глазурь) ","белки 17 г, жиры 1 г; 77 ккал ",9 месяцев 
684,Минтай филе порционное зам.,,Рыба.Морепродукты,Замороженная рыба,минтай филе,"белки 15,9 г, жиры 0,7 г; 70 ккал ",11 месяцев 
